# Generated by tools/export_quest_names.py from Hercules/db/quest_db.conf (GPL-3.0-or-later).
1000	Transcend
1001	Job Change to Acolyte
1002	Job Change to Acolyte
1003	Job Change to Acolyte
1004	Job Change to Archer
1005	Job Change to Mage
1006	Job Change to Mage
1007	Job Change to Mage
1008	Job Change to Mage
1009	Job Change to Merchant
1010	Job Change to Merchant
1011	Job Change to Merchant
1012	Job Change to Merchant
1013	Job Change to Thief
1014	Job Change to Swordman
1015	Your first quest
1016	Gaining base levels
1100	Solo at Sphinx Dungeon!
1101	Solo at Sphinx Dungeon!
1102	Solo at Clock Tower!
1103	Solo at Clock Tower!
1104	Solo at Louyang!
1105	Solo at Louyang!
1106	Solo at Amatsu Dungeon!
1107	Solo at Amatsu Dungeon!
1108	Solo at Louyang!
1109	Ropewa & Yuridi - Survivors of the Labyrinth
1110	Ropewa & Yuridi - Victims of the Labyrinth
1111	Ropewa & Yuridi - Maze in the Labyrinth
1112	Ropewa & Yuridi - Lost in the Labyrinth
1113	Ropewa & Yuridi - Torn Apart
1114	Ropewa & Yuridi - The Cost of Restoration
1115	Ropewa & Yuridi - Song of the Abyss
1116	Ropewa & Yuridi - Dead Man's Song
1117	Ropewa & Yuridi - Eternal Promise, Broken Ring
1118	Neighborhood Knight - I Need Clues
1119	Neighborhood Knight - Cooldown
1145	Help the poor cat
1146	Help the poor cat
1147	Help the poor cat
1148	Help the poor cat
1149	Help the poor cat
1150	Help the poor cat
1151	Help the poor cat
1152	Help the poor cat
1153	Help the poor cat
1154	Help the poor cat
1155	Help the poor cat
1174	Rumor, Time and Legend
1175	Rumor, Time and Legend
1176	Rumor, Time and Legend
1177	Rumor, Time and Legend
1178	Rumor, Time and Legend
1179	Rumor, Time and Legend
1180	Get Rid of Bakonawa
1181	Get Rid of Bakonawa
1182	Get Rid of Bakonawa
1183	Get Rid of Bakonawa
1184	Get Rid of Bakonawa
1185	Get Rid of Bakonawa
1186	Get Rid of Bakonawa
1187	Get Rid of Bakonawa
1188	Get Rid of Bakonawa
1189	Get Rid of Bakonawa
1190	Get Rid of Bakonawa
1191	Get Rid of Bakonawa
1192	Get Rid of Bakonawa
1193	Get Rid of Bakonawa
1194	Look out the window, Cheers for Raccoon Hurray team!
1195	Look out the window, Cheers for Raccoon Hurray team!
1196	Look out the window, Cheers for Raccoon Hurray team!
1197	Look out the window, Cheers for Raccoon Hurray team!
1198	Look out the window, Cheers for Raccoon Hurray team!
1199	Look out the window, Cheers for Raccoon Hurray team!
1200	Look out the window, Cheers for Raccoon Hurray team!
1201	Look out the window, Cheers for Raccoon Hurray team!
1202	Look out the window, Cheers for Raccoon Hurray team!
1203	Look out the window, Cheers for Raccoon Hurray team!
1204	Look out the window, Cheers for Raccoon Hurray team!
1205	Look out the window, Cheers for Raccoon Hurray team!
1206	Look out the window, Cheers for Raccoon Hurray team!
1207	Look out the window, Cheers for Raccoon Hurray team!
1208	Look out the window, Cheers for Raccoon Hurray team!
1209	Look out the window, Cheers for Raccoon Hurray team!
1210	Look out the window, Cheers for Raccoon Hurray team!
1211	Look out the window, Cheers for Raccoon Hurray team!
1212	Look out the window, Cheers for Raccoon Hurray team!
1213	Look out the window, Cheers for Raccoon Hurray team!
1214	Getting back Professor Worm's memory
1215	Getting back Professor Worm's memory
1216	Getting back Professor Worm's memory
1217	Getting back Professor Worm's memory
1218	Getting back Professor Worm's memory
1219	Getting back Professor Worm's memory
1220	Getting back Professor Worm's memory
1221	Getting back Professor Worm's memory
1222	Getting back Professor Worm's memory
1223	Getting back Professor Worm's memory
1224	Getting back Professor Worm's memory
1225	Getting back Professor Worm's memory
1226	Getting back Professor Worm's memory
1227	Getting back Professor Worm's memory
1228	Getting back Professor Worm's memory
1229	Swordsman training
1230	Swordsman training
1233	Swordsman training
1234	Swordsman training
1235	Swordsman training
1236	Swordsman training
1237	Shop guide
1238	Shop guide
1239	Shop guide
1240	Shop guide
1260	Cursed Swordman
1261	Cursed Swordman
1262	Cursed Swordman
1263	Cursed Swordman
2000	Job Change to Blacksmith
2001	Job Change to Blacksmith
2002	Job Change to Blacksmith
2003	Job Change to Blacksmith
2004	Job Change to Blacksmith
2005	Job Change to Blacksmith
2006	Job Change to Blacksmith
2007	Job Change to Blacksmith
2008	Job Change to Blacksmith
2009	Job Change to Blacksmith
2010	Job Change to Blacksmith
2011	Job Change to Blacksmith
2012	Job Change to Blacksmith
2013	Job Change to Blacksmith
2014	Job Change to Blacksmith
2015	Job Change to Blacksmith
2016	Job Change to Blacksmith
2017	Job Change to Rogue
2018	Job Change to Rogue
2019	Job Change to Rogue
2020	Job Change to Rogue
2021	Job Change to Rogue
2022	Job Change to Rogue
2023	Job Change to Rogue
2024	Job Change to Rogue
2025	Job Change to Rogue
2026	Job Change to Rogue
2027	Job Change to Rogue
2028	Job Change to Alchemist
2029	Job Change to Alchemist
2030	Job Change to Alchemist
2031	Job Change to Alchemist
2032	Job Change to Alchemist
2033	Job Change to Alchemist
2034	Job Change to Alchemist
2035	Job Change to Alchemist
2036	Job Change to Alchemist
2037	Job Change to Alchemist
2038	Job Change to Alchemist
2039	Job Change to Alchemist
2040	Job Change to Alchemist
2041	Job Change to Sage
2042	Job Change to Sage
2043	Job Change to Sage
2044	Job Change to Sage
2045	Job Change to Sage
2046	Job Change to Sage
2047	Job Change to Sage
2048	Job Change to Sage
2049	Job Change to Sage
2050	Job Change to Sage
2051	Job Change to Sage
2052	Job Change to Sage
2053	Job Change to Sage
2054	Job Change to Sage
2055	Job Change to Sage
2056	Job Change to Sage
2057	Job Change to Sage
2058	Job Change to Sage
2059	Job Change to Sage
2060	Job Change to Sage
2061	Job Change to Sage
2062	Job Change to Sage
2063	The Crow of the Fate - 1
2064	The Crow of the Fate - 2
2065	The Crow of the Fate - 3
2066	The Crow of the Fate - 4
2067	The Crow of the Fate - 5
2068	The Crow of the Fate - 6
2069	Tierra Gorge Battle
2070	Flavius Battle
2071	Cursed Property
2072	Cursed Property
2073	Cursed Property
2074	Cursed Property
2075	Cursed Property
2076	Cursed Property
2077	Cursed Property
2078	Cursed Property
2079	The past went wrong
2080	The past went wrong
2081	The past went wrong
2082	The past went wrong
2083	The past went wrong
2084	The past went wrong
2085	The past went wrong
2086	The Enterprise
2087	The Enterprise
2088	The Enterprise
2089	The Enterprise
2090	The Enterprise
2091	The Enterprise
2092	The Enterprise
2093	The Enterprise
2094	The Enterprise
2095	The Enterprise
2109	A Mage in the Ice Dungeon
2110	A Mage in the Ice Dungeon
2111	A Mage in the Ice Dungeon
2112	A Mage in the Ice Dungeon
2113	A Mage in the Ice Dungeon
2114	Thor Volcano base camp
2115	Thor Volcano base camp
2116	Thor Volcano base camp
2117	Thor Volcano base camp
2118	Thor Volcano base camp
2119	Thor Volcano base camp
2120	Thor Volcano base camp
2121	Thor Volcano base camp
2122	Thor Volcano base camp
2123	Thor Volcano base camp
2124	Thor Volcano base camp
2125	Thor Volcano base camp
2126	Thor Volcano base camp
2127	Thor Volcano base camp
2128	Thor Volcano base camp
2129	Thor Volcano base camp
2130	Thor Volcano base camp
2131	Thor Volcano base camp
2132	For Arunafeltz
2133	For Arunafeltz
2134	For Arunafeltz
2135	For Arunafeltz
2136	For Arunafeltz
2137	For Arunafeltz
2138	For Arunafeltz
2139	For Arunafeltz
2140	For Arunafeltz
2141	For Arunafeltz
2142	For Arunafeltz
2143	Guild Dungeon Event
2144	Guild Dungeon Event
2147	Attitude to the New
2148	Attitude to the New
2149	Attitude to the New
2150	Attitude to the New
2151	Attitude to the New
2152	Attitude to the New
2153	Attitude to the New
2154	Attitude to the New
2155	Attitude to the New
2156	Attitude to the New
2157	Attitude to the New
2158	Finding a Fairy
2159	Finding a Tree Giant
2179	Dr. Lifeguard's request
2180	Dr. Lifeguard's request
2181	Dr. Lifeguard's request
2182	Rough Minerals
2183	Flower of Alfheim
2184	Flower of Alfheim
2185	Spirit of Alfheim
2186	Helping Grenouille
2187	Arch Bishop job changing quest
2188	Arch Bishop job changing quest
2189	Arch Bishop job changing quest
2190	Arch Bishop job changing quest
2191	Arch Bishop job changing quest
2192	Guarana quest
2193	Guarana quest
2194	Guarana quest
2195	Guarana quest
2196	Guarana quest
2197	Guarana quest
2198	Guarana quest
2199	Guarana quest
2200	Guarana quest
2201	Brasilis Water Lily
2202	Brasilis Water Lily
2203	Brasilis Water Lily
2204	Brasilis Water Lily
2205	Brasilis Water Lily
2206	Brasilis Water Lily
2207	Brasilis Water Lily
2208	Bathroom Ghost
2209	Generic Job Change Quest
2210	Generic Job Change Quest
2211	Generic Job Change Quest
2212	Generic Job Change Quest
