501	Red Potion
502	Orange Potion
503	Yellow Potion
504	White Potion
505	Blue Potion
506	Green Potion
507	Red Herb
508	Yellow Herb
509	White Herb
510	Blue Herb
511	Green Herb
512	Apple
513	Banana
514	Grape
515	Carrot
516	Sweet Potato
517	Meat
518	Honey
519	Milk
520	Leaflet Of Hinal
521	Leaflet Of Aloe
522	Fruit Of Mastela
523	Holy Water
525	Panacea
526	Royal Jelly
528	Monsters Feed
529	Candy
530	Candy Striper
531	Apple Juice
532	Banana Juice
533	Grape Juice
534	Carrot Juice
535	Pumpkin
536	Ice Cream
537	Pet Food
538	Well Baked Cookie
539	Piece Of Cake
540	Falcons Feed
541	Pecopecos Feed
542	Festive Cookie
543	Festive Rainbow Cake
544	Fish Slice
545	Red Slim Potion
546	Yellow Slim Potion
547	White Slim Potion
548	Cheese
549	Nice Sweet Potato
550	Popped Rice
551	Shusi
552	KETUPAT
553	Bun
554	Mojji
555	Rice Cake
556	Long Rice Cake
557	Hash Rice Cake
558	Chocolate
559	HandMade Chocolate
560	HandMade Chocolate 
561	White Chocolate
562	Pizza
563	Pizza 01
564	Rice Ball
565	Vita500 Bottle
566	Tomyumkung
567	Prawn
568	Lemon
569	Novice Potion
570	Lucky Candy
571	Lucky Candy Cane
572	Lucky Cookie
573	Chocolate Drink
574	Egg
575	Piece Of Cake 
576	Prickly Fruit
577	Grain
578	Strawberry
579	Delicious Fish
580	Bread
581	Mushroom
582	Orange
583	KETUPAT 
584	Fish Ball Soup
585	Wurst
586	Mothers Cake
587	Prickly Fruit 
588	Spaghetti
589	Pizza 02
590	Brezel 
591	Caviar Pancake
592	Jam Pancake
593	Honey Pancake
594	Sour Cream Pancake
595	Mushroom Pancake
596	Cute Strawberry Choco
597	Lovely Choco Tart
598	Light Red Pot
599	Light Orange Pot
601	Wing Of Fly
602	Wing Of Butterfly
603	Old Blue Box
604	Branch Of Dead Tree
605	Anodyne
606	Aloebera
607	Yggdrasilberry
608	Seed Of Yggdrasil
609	Amulet
610	Leaf Of Yggdrasil
611	Spectacles
612	Portable Furnace
613	Iron Hammer
614	Golden Hammer
615	Oridecon Hammer
616	Old Card Album
617	Old Violet Box
618	Worn Out Scroll
619	Unripe Apple
620	Orange Juice
621	Bitter Herb
622	Rainbow Carrot
623	Earthworm The Dude
624	Rotten Fish
625	Lusty Iron
626	Monster Juice
627	Sweet Milk
628	Well Dried Bone
629	Singing Flower
630	Dew Laden Moss
631	Deadly Noxious Herb
632	Fatty Chubby Earthworm
633	Baked Yam
634	Tropical Banana
635	Horror Of Tribe
636	No Recipient
637	Old Broom
638	Silver Knife Of Chaste
639	Armlet Of Obedience
640	Shining Stone
641	Contracts In Shadow
642	Book Of Devil
643	Pet Incubator
644	Gift Box
645	Center Potion
656	Awakening Potion
657	Berserk Potion
658	Union Of Tribe
659	Heart Of Her
660	Prohibition Red Candle
661	Sway Apron
662	Inspector Certificate
663	Korea Rice Cake
664	Gift Box 1
665	Gift Box 2
666	Gift Box 3
667	Gift Box 4
668	Handsei
669	Rice Cake Soup
670	Gold Coin Moneybag
671	Gold Coin
672	Copper Coin Moneybag
673	Copper Coin
674	Mithril Coin
675	Silver Coin
676	Silver Coin Moneybag
677	White Gold Coin
678	Poison Bottle
679	Gold Pill
680	Magical Carnation
681	Memory Of Wedding
682	Realgar Wine
683	Exorcize Herb
684	Durian
685	RAMADAN
686	Earth Scroll 1 3
687	Earth Scroll 1 5
688	Cold Scroll 1 3
689	Cold Scroll 1 5
690	Fire Scroll 1 3
691	Fire Scroll 1 5
692	Wind Scroll 1 3
693	Wind Scroll 1 5
694	Ghost Scroll 1 3
695	Ghost Scroll 1 5
696	Fire Scroll 2 1
697	Fire Scroll 2 5
698	Fire Scroll 3 1
699	Fire Scroll 3 5
700	Cold Scroll 2 1
701	Ora Ora
702	Animal Blood
703	Hinalle
704	Aloe
705	Clover
706	Four Leaf Clover
707	Singing Plant
708	Ment
709	Izidor
710	Illusion Flower
711	Shoot
712	Flower
713	Empty Bottle
714	Emperium
715	Yellow Gemstone
716	Red Gemstone
717	Blue Gemstone
718	Dark Red Jewel
719	Violet Jewel
720	Skyblue Jewel
721	Azure Jewel
722	Scarlet Jewel
723	Cardinal Jewel
724	Cardinal Jewel 
725	Red Jewel
726	Blue Jewel
727	White Jewel
728	Golden Jewel
729	Bluish Green Jewel
730	Crystal Jewel
731	Crystal Jewel 
732	Crystal Jewel  
733	Crystal Jewel   
734	Red Frame
735	Blue Porcelain
736	White Platter
737	Black Ladle
738	Pencil Case
739	Rouge
740	Stuffed Doll
741	Poring Doll
742	Chonchon Doll
743	Spore Doll
744	Bunch Of Flowers
745	Wedding Bouquet
746	Glass Bead
747	Crystal Mirror
748	Witherless Rose
749	Frozen Rose
750	Baphomet Doll
751	Osiris Doll
752	Grasshopper Doll
753	Monkey Doll
754	Raccoondog Doll
756	Oridecon Stone
757	Elunium Stone
901	Danggie
902	Tree Root
903	Reptile Tongue
904	Scorpions Tail
905	Stem
906	Pointed Scale
907	Resin
908	Spawn
909	Jellopy
910	Garlet
911	Scell
912	Zargon
913	Tooth Of Bat
914	Fluff
915	Chrysalis
916	Feather Of Birds
917	Talon
918	Sticky Webfoot
919	Animals Skin
920	Claw Of Wolves
921	Mushroom Spore
922	Orcish Cuspid
923	Evil Horn
924	Powder Of Butterfly
925	Bill Of Birds
926	Scale Of Snakes
928	Insect Feeler
929	Immortal Heart
930	Rotten Bandage
931	Orcish Voucher
932	Skel Bone
934	Mementos
935	Shell
936	Scales Shell
937	Posionous Canine
938	Sticky Mucus
939	Bee Sting
940	Grasshoppers Leg
941	Nose Ring
942	Yoyo Tail
943	Solid Shell
944	Horseshoe
945	Raccoon Leaf
946	Snails Shell
947	Horn
948	Bears Foot
949	Feather
950	Heart Of Mermaid
951	Fin
952	Cactus Needle
953	Stone Heart
954	Shining Scales
955	Worm Peelings
956	Gill
957	Decayed Nail
958	Horrendous Mouth
959	Rotten Scale
960	Nipper
961	Conch
962	Tentacle
963	Sharp Scale
964	Crap Shell
965	Clam Shell
966	Flesh Of Clam
967	Turtle Shell
968	Voucher Of Orcish Hero
969	Gold
970	Alchol
971	Detrimindexta
972	Karvodailnirol
973	Counteragent
974	Mixture
975	Scarlet Dyestuffs
976	Lemon Dyestuffs
978	Cobaltblue Dyestuffs
979	Darkgreen Dyestuffs
980	Orange Dyestuffs
981	Violet Dyestuffs
982	White Dyestuffs
983	Black Dyestuffs
984	Oridecon
985	Elunium
986	Anvil
987	Oridecon Anvil
988	Golden Anvil
989	Emperium Anvil
990	Boody Red
991	Crystal Blue
992	Wind Of Verdure
993	Yellow Live
994	Flame Heart
995	Mistic Frozen
996	Rough Wind
997	Great Nature
998	Iron
999	Steel
1000	Star Crumb
1001	Sparkling Dust
1002	Iron Ore
1003	Coal
1004	Patriotism Marks
1005	Hammer Of Blacksmith
1006	Old Magic Book
1007	Penetration
1008	Frozen Heart
1009	Sacred Marks
1010	Phracon
1011	Emveretarcon
1012	Lizard Scruff
1013	Colorful Shell
1014	Jaws Of Ant
1015	Thin N Long Tongue
1016	Rat Tail
1017	Moustache Of Mole
1018	Nail Of Mole
1019	Wooden Block
1020	Long Hair
1021	Dokkaebi Horn
1022	Fox Tail
1023	Fish Tail
1024	Chinese Ink
1025	Spiderweb
1026	Acorn
1027	Porcupine Spike
1028	Wild Boars Mane
1029	Tigers Skin
1030	Tiger Footskin
1031	Limb Of Mantis
1032	Blossom Of Maneater
1033	Root Of Maneater
1034	Cobold Hair
1035	Dragon Canine
1036	Dragon Scale
1037	Dragon Train
1038	Petite DiablOfs Horn
1039	Petite DiablOfs Wing
1040	Elder Pixies Beard
1041	Lantern
1042	Short Leg
1043	Nail Of Orc
1044	Tooth Of 
1045	Sacred Masque
1046	Tweezer
1047	Head Of Medusa
1048	Slender Snake
1049	Skirt Of Virgin
1050	Tendon
1051	Detonator
1052	Single Cell
1053	Tooth Of Ancient Fish
1054	Lip Of Ancient Fish
1055	Earthworm Peeling
1056	Grit
1057	Moth Dust
1058	Wing Of Moth
1059	Transparent Cloth
1060	Golden Hair
1061	Starsand Of Witch
1062	Pumpkin Head
1063	Sharpened Cuspid
1064	Reins
1065	Booby Trap
1066	Tree Of Archer 1
1067	Tree Of Archer 2
1068	Tree Of Archer 3
1069	Mushroom Of Thief 1
1070	Mushroom Of Thief 2
1071	Mage Test 1
1072	Delivery Message
1073	Merchant Voucher 1
1074	Merchant Voucher 2
1075	Merchant Voucher 3
1076	Merchant Voucher 4
1077	Merchant Voucher 5
1078	Merchant Voucher 6
1079	Merchant Voucher 7
1080	Merchant Voucher 8
1081	Merchant Box 1
1082	Merchant Box 2
1083	Merchant Box 3
1084	Kapras Pass
1085	Mage Test 2
1086	Mage Test 3
1087	Mage Test 4
1088	Morocc Potion
1089	Payon Potion
1090	Mage Test Etc
1091	Merchant Box Etc
1092	Empty Cylinder
1093	Empty Potion
1094	Short Daenggie
1095	Needle Of Alarm
1096	Round Shell
1097	Worn Out Page
1098	Manacles
1099	Worn Out Prison Uniform
1101	Sword
1102	Sword 
1103	Sword  
1104	Falchion
1105	Falchion 
1106	Falchion  
1107	Blade
1108	Blade 
1109	Blade  
1110	Lapier
1111	Lapier 
1112	Lapier  
1113	Scimiter
1114	Scimiter 
1115	Scimiter  
1116	Katana
1117	Katana 
1118	Katana  
1119	Tsurugi
1120	Tsurugi 
1121	Tsurugi  
1122	Ring Pommel Saber
1123	Haedonggum
1124	Orcish Sword
1125	Ring Pommel Saber 
1126	Saber
1127	Saber 
1128	Hae Dong Gum 
1129	Flamberge
1130	Nagan
1131	Ice Falchon
1132	Edge
1133	Fire Brand
1134	Scissores Sword
1135	Cutlas
1136	Solar Sword
1137	Excalibur
1138	Mysteltainn 
1139	Tale Fing 
1140	Byeorrun Gum
1141	Immaterial Sword
1142	Jewel Sword
1143	Gaia Sword
1144	Sasimi
1145	Holy Avenger
1146	Town Sword
1147	Town Sword 
1148	Star Dust Blade
1149	Flamberge 
1151	Slayer
1152	Slayer 
1153	Slayer  
1154	Bastard Sword
1155	Bastard Sword 
1156	Bastard Sword  
1157	Two Hand Sword
1158	Two Hand Sword 
1159	Two Hand Sword  
1160	Broad Sword
1161	Balmung
1162	Broad Sword 
1163	Claymore
1164	Muramasa
1165	Masamune
1166	Dragon Slayer
1167	Schweizersabel
1168	Zweihander
1169	Executioner 
1170	Katzbalger
1171	Zweihander 
1172	Claymore 
1173	Muramasa C
1174	Executioner C
1175	Altas Weapon
1176	Muscle Cutter
1177	Muramash
1178	Schweizersabel 
1179	Executioner  
1180	Dragon Slayer 
1181	Tae Goo Lyeon
1182	Bloody Eater
1183	BF Two Handed Sword1
1184	BF Two Handed Sword2
1185	Violet Fear
1186	Death Guidance
1187	Krieger Twohand Sword1
1188	Veteran Sword
1189	Krasnaya
1190	Claymore C
1191	Alca Bringer
1192	P Slayer1
1193	P Slayer2
1194	F Executioner C
1195	E Executioner C
1196	Chrome Twohand Sword
1197	P Slayer3
1198	Hairtail
1199	Ebony Toe Nail
1201	Knife
1202	Knife 
1203	Knife  
1204	Cutter
1205	Cutter 
1206	Cutter  
1207	Main Gauche
1208	Main Gauche 
1209	Main Gauche  
1210	Dirk
1211	Dirk 
1212	Dirk  
1213	Dagger
1214	Dagger 
1215	Dagger  
1216	Stiletto
1217	Stiletto 
1218	Stiletto  
1219	Gladius
1220	Gladius 
1221	Gladius  
1222	Damascus
1223	Forturn Sword
1224	Sword Breaker
1225	Mail Breaker
1226	Damascus 
1227	Weeder Knife
1228	Combat Knife
1229	Mamas Knife
1230	House Auger
1231	Bazerald
1232	Assasin Dagger
1233	Exercise
1234	Moonlight Sword
1235	Azoth
1236	Sucsamad
1237	Grimtooth 
1238	Zeny Knife
1239	Poison Knife
1240	Princess Knife
1241	Cursed Dagger
1242	Counter Dagger
1243	Novice Knife
1244	Holy Dagger
1245	Cinquedea
1246	Cinquedea 
1247	Kindling Dagger
1248	Obsidian Dagger
1249	Fishermans Dagger
1250	Jur
1251	Jur 
1252	Katar
1253	Katar 
1254	Jamadhar
1255	Jamadhar 
1256	Katar Of Cold Icicle
1257	Katar Of Thornbush
1258	Katar Of Raging Blaze
1259	Katar Of Piercing Wind
1260	Ghoul Leg
1261	Infiltrator
1262	Nail Of Loki
1263	Unholy Touch
1264	Various Jur
1265	Bloody Roar
1266	Infiltrator 
1267	Infiltrator C
1268	Wild Beast Claw
1269	Inverse Scale
1270	Drill Katar
1271	Blood Tears
1272	Scratcher
1273	Bloody Roar C
1274	Unholy Touch C
1275	Katar Of Cold Icicle 
1276	Katar Of Thornbush 
1277	Katar Of Raging Blaze 
1278	Katar Of Piercing Wind 
1279	BF Katar1
1280	BF Katar2
1281	Krieger Katar1
1282	Krieger Katar2
1283	Katar Of Speed
1284	Krishna
1285	Cakram
1286	Jamadhar C
1287	Durga
1288	Bloody Fear C
1289	P Katar1
1290	Agent Katar
1291	Guillotine Katar
1292	Upg Katar
1293	Velum Jamadhar
1294	Velum Scare
1295	Blood Tears 
1296	Metal Katar
1297	Inverse Scale 
1298	Shiver Katar
1299	TE Woe Katar
1301	Axe
1302	Axe 
1303	Axe  
1304	Orcish Axe
1305	Cleaver
1306	War Axe
1307	Windhawk
1308	Golden Axe
1309	Orcish Axe 
1310	Krieger Onehand Axe1
1311	Vecer Axe
1312	Orcish Axe C
1313	Tourist Axe
1314	F Tomahawk C
1315	F Right Epsilon C
1316	Adventure Axe
1317	Academy Axe
1318	Dofle Axe
1319	TE Woe Axe
1323	Ru Gold Axe
1326	War Axe IL
1351	Battle Axe
1352	Battle Axe 
1353	Battle Axe  
1354	Hammer
1355	Hammer 
1356	Hammer  
1357	Buster
1358	Buster 
1359	Buster  
1360	Two Handed Axe
1361	Two Handed Axe 
1362	Two Handed Axe  
1363	Brood Axe
1364	Great Axe
1365	Sabbath
1366	Right Epsilon
1367	Slaughter
1368	Tomahawk
1369	Guillotine
1370	Doom Slayer
1371	Doom Slayer 
1372	Right Epsilon C
1373	Brood Axe C
1374	Tomahawk C
1375	Berdysz
1376	Heart Breaker
1377	Hurricane Fury
1378	Great Axe C
1379	BF Two Handed Axe1
1380	BF Two Handed Axe2
1381	N Battle Axe
1382	Krieger Twohand Axe1
1383	Holy Celestial Axe
1384	Veteran Axe
1385	Bradium Stonehammer
1386	Doom Slayer I
1387	Giant Axe
1388	Two Handed Axe C
1389	E Tomahawk C
1390	E Right Epsilon C
1391	P Two Handed Axe1
1392	Ygnus Stale
1393	End Sektura
1394	Upg Two Handed Axe
1395	Velum Buster
1396	Velum Guillotine
1397	Bradium Stonehammer 
1398	Metal Two Handed Axe
1399	TE Woe Two Handed Axe
1400	Spear of Vicious Mind
1401	Javelin
1402	Javelin 
1403	Javelin  
1404	Spear
1405	Spear 
1406	Spear  
1407	Pike
1408	Pike 
1409	Pike  
1410	Lance
1411	Lance 
1412	Lance  
1413	Gungnir
1414	Gelerdria
1415	Skewer
1416	Tjungkuletti
1417	Pole Axe
1418	Gungnir 
1419	Pole Axe C
1420	Long Horn
1421	Battle Hook
1422	Hunting Spear
1423	Pole XO
1424	Skewer C
1425	BF Spear1
1426	Krieger Onehand Spear1
1427	Spear Of Excellent
1428	Long Horn M
1429	Hunting Spear M
1430	Pike C
1431	F Pole Axe C
1432	E Pole Axe C
1433	Imperial Spear
1434	P Sphere1
1435	Cannon Spear
1436	Velum Spear
1437	TE Woe Pike
1438	Thanos Spear
1441	Ru Blue Spear
1443	Scarlet Spear
1450	Lance of Vicious Mind
1451	Guisarme
1452	Guisarme 
1453	Guisarme  
1454	Glaive
1455	Glaive 
1456	Glaive  
1457	Partizan
1458	Partizan 
1459	Partizan  
1460	Trident
1461	Trident 
1462	Trident  
1463	Halberd
1464	Halberd 
1465	Halberd  
1466	Crescent Scythe
1467	Bill Guisarme
1468	Zephyrus
1469	Longinuss Spear
1470	Brionac
1471	Hell Fire
1472	Staff Of Soul
1473	Wizardy Staff
1474	Gae Bolg
1475	Horseback Lance
1476	Crescent Scythe 
1477	Spectral Spear
1478	Ahlspiess
1479	Spectral Spear 
1480	Gae Bolg 
1481	Zephyrus 
1482	BF Lance1
1483	Ivory Lance
1484	Cardo
1485	Battle Fork
1486	Krieger Twohand Spear1
1487	Lance C
1488	Ahlspiess C
1489	Spearfish 
1490	Giant Lance
1491	Upg Lance
1492	Velum Glaive
1493	Metal Lance
1494	Undine Spear
1495	TE Woe Lance
1496	Thanos Long Spear
1498	Scarlet Lance
1501	Club
1502	Club 
1503	Club  
1504	Mace
1505	Mace 
1506	Mace  
1507	Smasher
1508	Smasher 
1509	Smasher  
1510	Flail
1511	Flail 
1512	Flail  
1513	Morning Star
1514	Morning Star 
1515	Morning Star  
1516	Sword Mace
1517	Sword Mace 
1518	Sword Mace  
1519	Chain
1520	Chain 
1521	Chain  
1522	Stunner
1523	Spike
1524	Golden Mace
1525	Long Mace
1526	Slash
1527	Quadrille
1528	Grand Cross
1529	Iron Driver
1530	Mjolnir
1531	Spanner
1532	Stunner 
1533	Warrior Balmung
1534	Spanner C
1535	Hollgrehenn Hammer
1536	Good Morning Star
1537	Quadrille C
1538	Spike 
1539	Golden Mace 
1540	Grand Cross 
1541	Nemesis
1542	BF Morning Star1
1543	BF Morning Star2
1544	Lunakaligo
1545	N Mace
1546	Krieger Onehand Mace1
1547	Mace Of Madness
1548	Veteran Hammer
1549	Pilebuncker
1550	Book
1551	Bible
1552	Tablet
1553	Book Of Billows
1554	Book Of Mother Earth
1555	Book Of Blazing Sun
1556	Book Of Gust Of Wind
1557	Book Of The Apocalypse
1558	Girls Diary
1559	Legacy Of Dragon
1560	Diary Of Great Sage
1561	Hardback
1562	Bible Of Battlefield
1563	Diary Of Great Sage C
1564	Encyclopedia
1565	Death Note
1566	Diary Of Great Basil
1567	Hardback C
1568	Book Of Billows 
1569	Book Of Mother Earth 
1570	Book Of Blazing Sun 
1571	Book Of Gust Of Wind 
1572	Principles Of Magic
1573	Ancient Magic
1574	BF Book1
1575	BF Book2
1576	Krieger Book1
1577	Krieger Book2
1578	Book Of Prayer
1579	Death Note M
1580	Encyclopedia C
1581	F Diary Of Great Sage C
1582	E Diary Of Great Sage C
1583	P Dic1
1584	Chilly Spell Book
1585	Upg Book
1586	Velum Bible
1587	Velum Encyclopedia
1588	Metal Book
1589	Legacy Of Dragon 
1590	Snake Encyclopedia
1591	TE Woe Book
1598	Snake Encyclopedia 
1599	Angra Manyu
1600	Rod of Vicious Mind
1601	Rod
1602	Rod 
1603	Rod  
1604	Wand
1605	Wand 
1606	Wand  
1607	Staff
1608	Staff 
1609	Staff  
1610	Arc Wand
1611	Arc Wand 
1612	Arc Wand  
1613	Mighty Staff
1614	Blessed Wand
1615	Bone Wand
1616	Staff Of Wing
1617	Survival Rod
1618	Survival Rod 
1619	Survival Rod2
1620	Survival Rod2 
1621	Hypnotists Staff
1622	Hypnotists Staff 
1623	Mighty Staff C
1624	Lich Bone Wand
1625	Healing Staff
1626	Piercing Staff
1627	Staffy
1628	Survival Rod C
1629	Walking Stick
1630	Release Of Wish
1631	Holy Stick
1632	BF Staff1
1633	BF Staff2
1634	BF Staff3
1635	BF Staff4
1636	Thorn Staff
1637	Eraser
1638	Healing Staff C
1639	N Rod
